Day,Start Time,End Time,Area,Floor,Prediction,Level,Predicted Max,Low Minutes,Medium Minutes,High Minutes,15min Predicted Counts
Thursday,08:00,08:14,C,F1,High,High,51,0,13,2,"[47, 50, 51, 45, 39, 40, 39, 41, 42, 45, 51, 45, 46, 43, 43]"
Thursday,08:00,08:14,CD Walkway,F1,Low,Low,31,11,4,0,"[24, 23, 26, 26, 24, 30, 31, 30, 29, 26, 24, 24, 27, 29, 30]"
Thursday,08:00,08:14,D,F1,Low,Low,29,15,0,0,"[27, 27, 24, 23, 23, 26, 29, 28, 24, 22, 24, 21, 21, 21, 29]"
Thursday,08:00,08:14,DE Walkway,F1,Low,Low,29,15,0,0,"[22, 27, 29, 29, 28, 23, 25, 23, 23, 24, 23, 20, 21, 21, 26]"
Thursday,08:00,08:14,E,F1,Low,Low,31,11,4,0,"[30, 30, 31, 30, 28, 26, 25, 26, 28, 27, 26, 26, 27, 29, 28]"
Thursday,08:00,08:14,A Corridor,F2,Low,Low,30,12,3,0,"[23, 24, 25, 24, 23, 24, 24, 23, 26, 26, 26, 28, 30, 30, 30]"
Thursday,08:00,08:14,"B (LT21,22)",F2,Low,Low,28,15,0,0,"[23, 20, 19, 25, 23, 22, 21, 27, 26, 27, 24, 25, 28, 25, 27]"
Thursday,08:00,08:14,BC Walkway,F2,High,High,54,0,13,2,"[50, 50, 47, 46, 44, 51, 54, 42, 41, 39, 38, 43, 46, 48, 50]"
Thursday,08:00,08:14,C,F2,Low,Low,30,14,1,0,"[30, 28, 27, 26, 27, 25, 26, 29, 29, 28, 28, 28, 24, 23, 23]"
Thursday,08:00,08:14,CD Walkway,F2,Low,Low,30,14,1,0,"[23, 26, 27, 26, 26, 26, 25, 21, 18, 20, 22, 26, 28, 30, 29]"
Thursday,08:00,08:14,D,F2,Medium,Medium,48,0,15,0,"[40, 40, 40, 43, 45, 41, 41, 48, 45, 41, 38, 43, 41, 39, 37]"
Thursday,08:00,08:14,DE Walkway,F2,High,High,51,0,14,1,"[49, 50, 46, 51, 50, 45, 43, 39, 40, 42, 44, 45, 44, 44, 38]"
Thursday,08:00,08:14,E,F2,Low,Low,20,15,0,0,"[11, 12, 14, 15, 17, 16, 19, 15, 15, 18, 17, 19, 20, 15, 17]"
Thursday,08:00,08:14,Student Services,F2,High,High,52,0,13,2,"[47, 47, 47, 48, 50, 46, 45, 45, 50, 52, 51, 50, 42, 43, 43]"
Thursday,08:00,08:14,Library,F2,Low,Low,20,15,0,0,"[14, 14, 18, 17, 15, 14, 17, 20, 19, 13, 13, 20, 19, 19, 13]"
Thursday,08:15,08:29,Amphitheatre,F1,High,High,54,0,13,2,"[46, 46, 44, 43, 47, 44, 48, 42, 36, 39, 40, 45, 51, 54, 41]"
Thursday,08:15,08:29,A Entrance,F1,Low,Low,29,15,0,0,"[28, 24, 25, 25, 28, 29, 29, 28, 28, 27, 26, 25, 26, 25, 25]"
Thursday,08:15,08:29,A,F1,Low,Low,28,15,0,0,"[25, 26, 25, 23, 24, 22, 18, 18, 23, 19, 19, 20, 24, 23, 28]"
Thursday,08:15,08:29,AB Walkway,F1,High,High,52,0,14,1,"[47, 45, 42, 47, 45, 50, 48, 46, 47, 43, 52, 48, 50, 45, 45]"
Thursday,08:15,08:29,B,F1,Medium,Medium,50,0,15,0,"[47, 47, 50, 40, 40, 43, 42, 42, 45, 42, 43, 43, 38, 45, 43]"
Thursday,08:15,08:29,BC Walkway,F1,High,High,56,0,11,4,"[50, 48, 49, 53, 53, 45, 45, 44, 45, 41, 41, 45, 45, 52, 56]"
Thursday,08:15,08:29,C,F1,Medium,Medium,48,0,15,0,"[38, 44, 43, 45, 46, 41, 44, 40, 46, 48, 48, 48, 40, 37, 43]"
Thursday,08:15,08:29,CD Walkway,F1,Low,Low,28,15,0,0,"[28, 27, 25, 26, 28, 26, 26, 28, 27, 21, 26, 22, 24, 25, 25]"
Thursday,08:15,08:29,D,F1,Low,Low,25,15,0,0,"[20, 19, 19, 19, 17, 17, 21, 19, 22, 21, 23, 23, 24, 24, 25]"
Thursday,08:15,08:29,DE Walkway,F1,Low,Low,29,15,0,0,"[25, 26, 26, 24, 25, 27, 21, 21, 29, 28, 24, 24, 23, 27, 24]"
Thursday,08:15,08:29,E,F1,Low,Low,28,15,0,0,"[24, 22, 28, 25, 21, 23, 25, 26, 26, 28, 27, 22, 19, 20, 22]"
Thursday,08:15,08:29,A Corridor,F2,Low,Low,28,15,0,0,"[25, 22, 23, 25, 27, 28, 28, 26, 26, 21, 19, 23, 23, 23, 24]"
Thursday,08:15,08:29,"B (LT21,22)",F2,Low,Low,32,13,2,0,"[24, 32, 32, 26, 24, 24, 24, 24, 21, 21, 26, 26, 26, 22, 22]"
Thursday,08:15,08:29,BC Walkway,F2,High,High,52,0,11,4,"[42, 42, 48, 51, 52, 52, 52, 48, 48, 47, 47, 47, 47, 49, 49]"
Thursday,08:15,08:29,C,F2,Low,Low,30,14,1,0,"[28, 28, 27, 29, 29, 29, 26, 27, 29, 25, 26, 25, 27, 28, 30]"
Thursday,08:15,08:29,CD Walkway,F2,Low,Low,29,15,0,0,"[19, 19, 21, 22, 23, 23, 26, 28, 27, 22, 21, 21, 25, 28, 29]"
Thursday,08:15,08:29,D,F2,Medium,Medium,48,0,15,0,"[35, 43, 46, 44, 45, 47, 48, 40, 37, 34, 37, 40, 41, 40, 41]"
Thursday,08:15,08:29,DE Walkway,F2,Medium,Medium,50,0,15,0,"[47, 50, 44, 42, 45, 47, 49, 41, 42, 48, 47, 47, 47, 43, 41]"
Thursday,08:15,08:29,E,F2,Low,Low,20,15,0,0,"[11, 11, 11, 10, 10, 10, 10, 11, 15, 18, 19, 17, 15, 20, 17]"
Thursday,08:15,08:29,Student Services,F2,High,High,54,0,11,4,"[48, 53, 52, 52, 48, 45, 45, 42, 41, 49, 48, 50, 50, 54, 50]"
Thursday,08:15,08:29,Library,F2,Low,Low,16,15,0,0,"[8, 8, 12, 16, 15, 16, 16, 12, 13, 12, 10, 8, 13, 8, 10]"
Thursday,08:30,08:44,Amphitheatre,F1,High,High,55,0,14,1,"[55, 49, 48, 46, 44, 41, 41, 45, 44, 42, 42, 44, 42, 48, 46]"
Thursday,08:30,08:44,A Entrance,F1,Low,Low,32,12,3,0,"[26, 26, 28, 28, 30, 27, 23, 21, 20, 20, 20, 30, 32, 26, 22]"
Thursday,08:30,08:44,A,F1,Low,Low,28,15,0,0,"[25, 24, 25, 27, 27, 22, 24, 26, 23, 21, 22, 24, 23, 26, 28]"
Thursday,08:30,08:44,AB Walkway,F1,High,High,52,0,14,1,"[52, 49, 47, 47, 44, 43, 46, 40, 39, 38, 38, 45, 47, 42, 41]"
Thursday,08:30,08:44,B,F1,High,High,54,0,13,2,"[51, 49, 49, 47, 44, 45, 41, 40, 44, 42, 42, 48, 48, 54, 50]"
Thursday,08:30,08:44,BC Walkway,F1,High,High,52,0,12,3,"[52, 51, 50, 47, 39, 44, 38, 50, 50, 49, 48, 48, 47, 47, 52]"
Thursday,08:30,08:44,C,F1,High,High,53,0,13,2,"[43, 48, 53, 51, 44, 43, 50, 50, 49, 46, 44, 42, 41, 41, 40]"
Thursday,08:30,08:44,CD Walkway,F1,Low,Low,26,15,0,0,"[25, 26, 24, 24, 22, 24, 26, 24, 20, 23, 22, 21, 19, 22, 21]"
Thursday,08:30,08:44,D,F1,Low,Low,27,15,0,0,"[27, 26, 22, 19, 19, 18, 19, 23, 23, 23, 27, 27, 26, 23, 19]"
Thursday,08:30,08:44,DE Walkway,F1,Low,Low,27,15,0,0,"[23, 23, 25, 24, 26, 26, 23, 25, 25, 26, 26, 23, 25, 27, 27]"
Thursday,08:30,08:44,E,F1,Low,Low,30,13,2,0,"[27, 25, 25, 22, 23, 21, 22, 22, 20, 21, 25, 25, 30, 30, 29]"
Thursday,08:30,08:44,A Corridor,F2,Low,Low,30,14,1,0,"[22, 25, 25, 26, 27, 28, 26, 26, 28, 28, 28, 25, 24, 29, 30]"
Thursday,08:30,08:44,"B (LT21,22)",F2,Low,Low,28,15,0,0,"[23, 23, 24, 26, 25, 28, 28, 26, 27, 24, 26, 25, 23, 21, 21]"
Thursday,08:30,08:44,BC Walkway,F2,High,High,53,0,13,2,"[41, 43, 44, 41, 47, 47, 41, 46, 49, 45, 44, 41, 41, 52, 53]"
Thursday,08:30,08:44,C,F2,Low,Low,29,15,0,0,"[28, 28, 26, 23, 22, 25, 24, 26, 29, 27, 25, 20, 19, 18, 18]"
Thursday,08:30,08:44,CD Walkway,F2,Low,Low,29,15,0,0,"[29, 24, 23, 20, 25, 27, 24, 24, 23, 25, 28, 27, 28, 29, 26]"
Thursday,08:30,08:44,D,F2,High,High,52,0,11,4,"[49, 51, 52, 46, 45, 48, 46, 47, 48, 44, 46, 47, 50, 52, 51]"
Thursday,08:30,08:44,DE Walkway,F2,Medium,Medium,49,0,15,0,"[38, 42, 47, 46, 45, 49, 49, 43, 40, 41, 46, 46, 44, 48, 46]"
Thursday,08:30,08:44,E,F2,Low,Low,19,15,0,0,"[19, 16, 16, 10, 8, 10, 11, 17, 17, 15, 11, 14, 18, 15, 14]"
Thursday,08:30,08:44,Student Services,F2,Medium,Medium,46,0,15,0,"[38, 39, 45, 46, 46, 41, 40, 37, 35, 41, 46, 46, 46, 46, 41]"
Thursday,08:30,08:44,Library,F2,Low,Low,16,15,0,0,"[10, 14, 16, 15, 14, 14, 11, 11, 9, 13, 16, 13, 16, 15, 16]"
Thursday,08:45,08:59,Amphitheatre,F1,High,High,53,0,14,1,"[43, 49, 49, 46, 44, 49, 49, 53, 49, 45, 46, 47, 47, 41, 42]"
Thursday,08:45,08:59,A Entrance,F1,Low,Low,28,15,0,0,"[28, 23, 20, 22, 23, 24, 24, 24, 21, 26, 23, 20, 19, 25, 26]"
Thursday,08:45,08:59,A,F1,Low,Low,28,15,0,0,"[28, 24, 20, 20, 21, 21, 25, 24, 28, 24, 27, 26, 24, 26, 27]"
Thursday,08:45,08:59,AB Walkway,F1,High,High,53,0,12,3,"[45, 41, 53, 53, 51, 47, 46, 43, 44, 50, 48, 41, 46, 45, 50]"
Thursday,08:45,08:59,B,F1,Medium,Medium,50,0,15,0,"[39, 36, 41, 44, 49, 50, 49, 47, 45, 50, 50, 45, 46, 43, 41]"
Thursday,08:45,08:59,BC Walkway,F1,High,High,51,0,14,1,"[43, 41, 43, 51, 49, 38, 39, 47, 47, 43, 44, 45, 41, 45, 46]"
Thursday,08:45,08:59,C,F1,High,High,52,0,13,2,"[43, 45, 44, 42, 47, 47, 39, 39, 36, 42, 41, 47, 47, 51, 52]"
Thursday,08:45,08:59,CD Walkway,F1,Low,Low,28,15,0,0,"[21, 22, 23, 24, 20, 18, 23, 26, 28, 27, 23, 26, 25, 28, 25]"
Thursday,08:45,08:59,D,F1,Low,Low,29,15,0,0,"[23, 22, 22, 29, 22, 19, 20, 24, 22, 22, 24, 22, 19, 22, 20]"
Thursday,08:45,08:59,DE Walkway,F1,Low,Low,27,15,0,0,"[24, 26, 27, 27, 27, 24, 23, 25, 27, 23, 24, 25, 23, 22, 22]"
Thursday,08:45,08:59,E,F1,Low,Low,32,12,3,0,"[29, 28, 26, 29, 29, 32, 32, 24, 22, 27, 28, 26, 26, 30, 27]"
Thursday,08:45,08:59,A Corridor,F2,Low,Low,24,15,0,0,"[20, 20, 24, 23, 23, 20, 22, 24, 21, 19, 19, 20, 21, 22, 24]"
Thursday,08:45,08:59,"B (LT21,22)",F2,Low,Low,30,14,1,0,"[23, 26, 29, 27, 25, 24, 29, 29, 29, 30, 27, 27, 26, 26, 28]"
Thursday,08:45,08:59,BC Walkway,F2,Medium,Medium,49,0,15,0,"[43, 43, 40, 45, 49, 40, 39, 44, 49, 47, 44, 41, 42, 41, 42]"
Thursday,08:45,08:59,C,F2,Low,Low,30,14,1,0,"[30, 28, 22, 24, 27, 28, 27, 23, 26, 24, 24, 23, 20, 20, 22]"
Thursday,08:45,08:59,CD Walkway,F2,Low,Low,28,15,0,0,"[20, 20, 24, 27, 28, 27, 27, 25, 24, 20, 19, 17, 17, 17, 17]"
Thursday,08:45,08:59,D,F2,High,High,53,0,13,2,"[53, 41, 40, 46, 44, 43, 44, 47, 50, 51, 45, 45, 42, 42, 47]"
Thursday,08:45,08:59,DE Walkway,F2,High,High,56,0,10,5,"[50, 49, 44, 42, 45, 40, 41, 44, 38, 41, 51, 51, 52, 54, 56]"
Thursday,08:45,08:59,E,F2,Low,Low,20,15,0,0,"[17, 20, 15, 16, 15, 8, 10, 8, 10, 11, 12, 12, 12, 15, 13]"
Thursday,08:45,08:59,Student Services,F2,High,High,54,0,12,3,"[43, 46, 53, 54, 49, 48, 47, 49, 51, 40, 41, 40, 39, 42, 50]"
Thursday,08:45,08:59,Library,F2,Low,Low,19,15,0,0,"[13, 15, 10, 9, 9, 9, 10, 12, 12, 9, 10, 12, 19, 18, 18]"
Thursday,09:00,09:14,Amphitheatre,F1,High,High,54,0,10,5,"[50, 44, 51, 50, 45, 45, 43, 47, 49, 49, 51, 50, 51, 51, 54]"
Thursday,09:00,09:14,A Entrance,F1,Low,Low,32,11,4,0,"[28, 30, 30, 31, 32, 29, 27, 26, 27, 27, 25, 23, 23, 26, 23]"
Thursday,09:00,09:14,A,F1,Low,Low,29,15,0,0,"[28, 28, 29, 26, 20, 22, 23, 26, 28, 28, 26, 29, 19, 22, 20]"
Thursday,09:00,09:14,AB Walkway,F1,Medium,Medium,50,0,15,0,"[50, 50, 45, 46, 48, 45, 44, 50, 50, 49, 45, 43, 45, 44, 49]"
Thursday,09:00,09:14,B,F1,Medium,Medium,49,0,15,0,"[47, 44, 49, 43, 49, 46, 44, 45, 46, 40, 47, 47, 44, 49, 48]"
Thursday,09:00,09:14,BC Walkway,F1,High,High,52,0,14,1,"[40, 42, 39, 43, 42, 43, 42, 44, 44, 48, 52, 48, 48, 43, 46]"
Thursday,09:00,09:14,C,F1,High,High,55,0,14,1,"[40, 40, 37, 39, 49, 49, 49, 46, 47, 55, 50, 49, 50, 42, 47]"
Thursday,09:00,09:14,CD Walkway,F1,Low,Low,29,15,0,0,"[27, 26, 28, 28, 27, 27, 29, 29, 28, 29, 29, 26, 23, 27, 25]"
Thursday,09:00,09:14,D,F1,Low,Low,31,13,2,0,"[22, 22, 24, 27, 28, 28, 24, 27, 31, 30, 27, 23, 24, 24, 26]"
Thursday,09:00,09:14,DE Walkway,F1,Low,Low,28,15,0,0,"[28, 27, 28, 27, 28, 22, 21, 21, 22, 23, 23, 22, 22, 22, 19]"
Thursday,09:00,09:14,E,F1,Low,Low,27,15,0,0,"[26, 24, 24, 27, 27, 25, 23, 24, 24, 25, 23, 26, 25, 24, 27]"
Thursday,09:00,09:14,A Corridor,F2,Low,Low,29,15,0,0,"[24, 24, 25, 26, 25, 27, 29, 28, 25, 23, 26, 27, 24, 23, 23]"
Thursday,09:00,09:14,"B (LT21,22)",F2,Low,Low,30,13,2,0,"[20, 22, 26, 27, 28, 22, 22, 27, 30, 30, 23, 25, 24, 22, 24]"
Thursday,09:00,09:14,BC Walkway,F2,Medium,Medium,50,0,15,0,"[40, 39, 40, 43, 44, 48, 50, 47, 39, 37, 44, 43, 47, 49, 49]"
Thursday,09:00,09:14,C,F2,Low,Low,29,15,0,0,"[25, 25, 28, 26, 22, 23, 20, 19, 22, 29, 27, 28, 28, 29, 27]"
Thursday,09:00,09:14,CD Walkway,F2,Low,Low,30,14,1,0,"[30, 29, 19, 21, 24, 21, 24, 22, 24, 28, 23, 24, 25, 28, 28]"
Thursday,09:00,09:14,D,F2,High,High,55,0,5,10,"[54, 55, 53, 53, 52, 52, 52, 55, 54, 55, 43, 42, 45, 43, 41]"
Thursday,09:00,09:14,DE Walkway,F2,High,High,52,0,14,1,"[39, 39, 40, 42, 43, 52, 46, 42, 41, 41, 43, 35, 35, 45, 50]"
Thursday,09:00,09:14,E,F2,Low,Low,18,15,0,0,"[8, 7, 11, 12, 7, 8, 9, 17, 17, 16, 18, 18, 17, 16, 16]"
Thursday,09:00,09:14,Student Services,F2,Medium,Medium,50,0,15,0,"[43, 46, 50, 50, 49, 48, 46, 43, 39, 41, 43, 43, 45, 44, 42]"
Thursday,09:00,09:14,Library,F2,Low,Low,18,15,0,0,"[11, 18, 17, 15, 18, 14, 18, 17, 13, 12, 11, 11, 15, 10, 7]"
Thursday,09:15,09:29,Amphitheatre,F1,High,High,51,0,14,1,"[51, 45, 45, 45, 41, 45, 45, 41, 36, 35, 40, 40, 42, 38, 40]"
Thursday,09:15,09:29,A Entrance,F1,Low,Low,26,15,0,0,"[24, 24, 23, 24, 23, 24, 24, 24, 24, 25, 24, 24, 26, 24, 19]"
Thursday,09:15,09:29,A,F1,Low,Low,32,12,3,0,"[24, 25, 30, 31, 32, 29, 29, 26, 24, 25, 25, 25, 23, 26, 26]"
Thursday,09:15,09:29,AB Walkway,F1,High,High,51,0,11,4,"[50, 51, 48, 47, 48, 51, 46, 45, 48, 48, 48, 47, 46, 51, 51]"
Thursday,09:15,09:29,B,F1,Medium,Medium,50,0,15,0,"[49, 50, 41, 44, 46, 46, 34, 34, 33, 35, 46, 46, 41, 39, 38]"
Thursday,09:15,09:29,BC Walkway,F1,High,High,53,0,12,3,"[41, 40, 38, 39, 39, 38, 44, 50, 53, 52, 53, 45, 42, 39, 38]"
Thursday,09:15,09:29,C,F1,High,High,53,0,12,3,"[50, 42, 53, 50, 47, 48, 52, 52, 48, 40, 42, 48, 48, 40, 43]"
Thursday,09:15,09:29,CD Walkway,F1,Low,Low,30,14,1,0,"[24, 22, 26, 27, 27, 26, 25, 24, 22, 26, 25, 22, 26, 27, 30]"
Thursday,09:15,09:29,D,F1,Low,Low,30,14,1,0,"[20, 20, 23, 26, 25, 26, 24, 22, 27, 29, 30, 24, 23, 21, 21]"
Thursday,09:15,09:29,DE Walkway,F1,Low,Low,31,11,4,0,"[26, 26, 25, 25, 22, 23, 25, 27, 31, 30, 31, 26, 30, 29, 28]"
Thursday,09:15,09:29,E,F1,Low,Low,33,11,4,0,"[28, 28, 29, 28, 25, 26, 24, 20, 22, 24, 27, 33, 33, 32, 30]"
Thursday,09:15,09:29,A Corridor,F2,Low,Low,29,15,0,0,"[26, 26, 29, 29, 29, 28, 29, 28, 26, 26, 28, 24, 24, 26, 27]"
Thursday,09:15,09:29,"B (LT21,22)",F2,Low,Low,30,13,2,0,"[28, 21, 24, 28, 23, 19, 22, 24, 23, 26, 30, 29, 30, 26, 26]"
Thursday,09:15,09:29,BC Walkway,F2,High,High,51,0,14,1,"[40, 48, 40, 38, 46, 42, 40, 48, 42, 51, 48, 43, 42, 41, 44]"
Thursday,09:15,09:29,C,F2,Low,Low,32,12,3,0,"[21, 22, 25, 29, 31, 31, 32, 27, 23, 23, 29, 28, 21, 18, 19]"
Thursday,09:15,09:29,CD Walkway,F2,Low,Low,29,15,0,0,"[27, 29, 28, 25, 28, 27, 28, 27, 27, 28, 27, 23, 22, 24, 23]"
Thursday,09:15,09:29,D,F2,High,High,51,0,14,1,"[44, 45, 49, 44, 49, 49, 46, 45, 47, 48, 50, 51, 48, 39, 41]"
Thursday,09:15,09:29,DE Walkway,F2,High,High,52,0,10,5,"[46, 48, 45, 46, 51, 47, 44, 43, 39, 49, 52, 52, 48, 52, 51]"
Thursday,09:15,09:29,E,F2,Low,Low,18,15,0,0,"[9, 9, 14, 15, 14, 13, 10, 10, 11, 18, 17, 13, 15, 17, 15]"
Thursday,09:15,09:29,Student Services,F2,Medium,Medium,50,0,15,0,"[44, 42, 44, 47, 44, 43, 48, 50, 50, 45, 44, 46, 39, 44, 49]"
Thursday,09:15,09:29,Library,F2,Low,Low,20,15,0,0,"[6, 12, 20, 19, 10, 11, 16, 20, 18, 16, 11, 11, 14, 9, 12]"
Thursday,09:30,09:44,Amphitheatre,F1,High,High,52,0,13,2,"[50, 50, 47, 52, 51, 45, 47, 45, 46, 46, 38, 40, 46, 38, 39]"
Thursday,09:30,09:44,A Entrance,F1,Medium,Medium,31,8,7,0,"[23, 21, 24, 27, 26, 24, 24, 24, 30, 31, 31, 31, 31, 31, 31]"
Thursday,09:30,09:44,A,F1,Low,Low,31,13,2,0,"[27, 29, 27, 28, 26, 28, 23, 24, 27, 27, 28, 31, 30, 24, 24]"
Thursday,09:30,09:44,AB Walkway,F1,High,High,53,0,14,1,"[53, 50, 50, 46, 47, 46, 47, 42, 40, 41, 42, 46, 44, 39, 42]"
Thursday,09:30,09:44,B,F1,High,High,55,0,11,4,"[53, 55, 54, 51, 48, 48, 49, 48, 48, 47, 47, 46, 45, 41, 42]"
Thursday,09:30,09:44,BC Walkway,F1,High,High,53,0,11,4,"[53, 52, 52, 46, 48, 50, 52, 49, 43, 44, 43, 45, 38, 40, 45]"
Thursday,09:30,09:44,C,F1,Medium,Medium,49,0,15,0,"[49, 41, 43, 46, 48, 42, 42, 46, 45, 44, 44, 46, 47, 47, 48]"
Thursday,09:30,09:44,CD Walkway,F1,Low,Low,29,15,0,0,"[21, 24, 24, 25, 24, 24, 29, 28, 21, 25, 26, 23, 23, 23, 24]"
Thursday,09:30,09:44,D,F1,Low,Low,28,15,0,0,"[25, 25, 25, 24, 26, 28, 28, 24, 24, 21, 22, 24, 24, 24, 23]"
Thursday,09:30,09:44,DE Walkway,F1,Low,Low,31,12,3,0,"[23, 27, 27, 22, 25, 24, 21, 25, 30, 31, 31, 24, 23, 24, 23]"
Thursday,09:30,09:44,E,F1,Low,Low,29,15,0,0,"[22, 22, 20, 22, 26, 28, 29, 28, 22, 20, 23, 24, 26, 22, 22]"
Thursday,09:30,09:44,A Corridor,F2,Low,Low,28,15,0,0,"[26, 26, 27, 27, 25, 25, 23, 19, 21, 22, 28, 27, 24, 24, 24]"
Thursday,09:30,09:44,"B (LT21,22)",F2,Low,Low,30,14,1,0,"[27, 29, 27, 25, 21, 23, 24, 26, 27, 27, 25, 27, 26, 28, 30]"
Thursday,09:30,09:44,BC Walkway,F2,High,High,53,0,10,5,"[43, 40, 41, 44, 50, 53, 52, 52, 48, 46, 52, 51, 47, 47, 46]"
Thursday,09:30,09:44,C,F2,Low,Low,28,15,0,0,"[25, 25, 23, 24, 28, 25, 24, 25, 25, 26, 27, 27, 26, 27, 27]"
Thursday,09:30,09:44,CD Walkway,F2,Low,Low,31,12,3,0,"[25, 27, 23, 21, 24, 21, 22, 22, 27, 30, 30, 31, 28, 19, 19]"
Thursday,09:30,09:44,D,F2,High,High,51,0,14,1,"[47, 48, 46, 49, 47, 43, 41, 39, 41, 43, 51, 43, 49, 48, 47]"
Thursday,09:30,09:44,DE Walkway,F2,High,High,51,0,14,1,"[49, 44, 46, 42, 44, 46, 51, 42, 41, 41, 45, 49, 50, 45, 44]"
Thursday,09:30,09:44,E,F2,Low,Low,18,15,0,0,"[11, 13, 11, 11, 16, 13, 18, 16, 15, 11, 11, 8, 13, 13, 15]"
Thursday,09:30,09:44,Student Services,F2,High,High,55,0,11,4,"[46, 46, 47, 55, 50, 45, 44, 40, 49, 49, 51, 52, 51, 43, 44]"
Thursday,09:30,09:44,Library,F2,Low,Low,20,15,0,0,"[14, 14, 16, 15, 15, 15, 19, 20, 17, 15, 15, 16, 12, 10, 9]"
Thursday,09:45,09:59,Amphitheatre,F1,Medium,Medium,50,0,15,0,"[40, 40, 38, 36, 35, 40, 41, 42, 41, 50, 46, 43, 45, 45, 42]"
Thursday,09:45,09:59,A Entrance,F1,Low,Low,30,13,2,0,"[24, 26, 21, 21, 21, 20, 29, 30, 30, 28, 25, 21, 24, 26, 26]"
Thursday,09:45,09:59,A,F1,Low,Low,29,15,0,0,"[27, 26, 29, 29, 29, 27, 28, 25, 25, 28, 27, 27, 24, 25, 24]"
Thursday,09:45,09:59,AB Walkway,F1,Medium,Medium,50,0,15,0,"[42, 47, 42, 42, 37, 46, 50, 49, 47, 47, 48, 42, 43, 46, 45]"
Thursday,09:45,09:59,B,F1,High,High,51,0,13,2,"[46, 51, 44, 42, 49, 48, 41, 42, 48, 46, 46, 45, 48, 50, 51]"
Thursday,09:45,09:59,BC Walkway,F1,High,High,51,0,14,1,"[42, 41, 41, 42, 47, 48, 45, 48, 40, 39, 45, 45, 45, 51, 49]"
Thursday,09:45,09:59,C,F1,High,High,52,0,14,1,"[52, 38, 44, 49, 50, 44, 42, 46, 49, 47, 38, 41, 48, 50, 40]"
Thursday,09:45,09:59,CD Walkway,F1,Low,Low,31,14,1,0,"[28, 27, 26, 29, 31, 29, 29, 25, 23, 23, 23, 27, 25, 26, 28]"
Thursday,09:45,09:59,D,F1,Low,Low,30,14,1,0,"[26, 26, 22, 23, 19, 21, 21, 21, 26, 26, 27, 28, 30, 24, 24]"
Thursday,09:45,09:59,DE Walkway,F1,Low,Low,33,13,2,0,"[24, 28, 19, 20, 19, 26, 27, 29, 26, 29, 33, 32, 28, 24, 26]"
Thursday,09:45,09:59,E,F1,Low,Low,29,15,0,0,"[21, 24, 25, 26, 26, 18, 28, 28, 26, 25, 23, 29, 26, 26, 23]"
Thursday,09:45,09:59,A Corridor,F2,Low,Low,31,13,2,0,"[25, 27, 28, 28, 27, 25, 24, 26, 28, 26, 23, 27, 29, 30, 31]"
Thursday,09:45,09:59,"B (LT21,22)",F2,Low,Low,30,13,2,0,"[22, 23, 22, 25, 27, 22, 22, 23, 25, 30, 28, 29, 29, 28, 30]"
Thursday,09:45,09:59,BC Walkway,F2,Medium,Medium,50,0,15,0,"[48, 50, 45, 44, 38, 38, 43, 45, 47, 48, 50, 49, 42, 46, 46]"
Thursday,09:45,09:59,C,F2,Low,Low,31,14,1,0,"[27, 25, 29, 23, 26, 25, 24, 29, 26, 28, 26, 27, 28, 31, 29]"
Thursday,09:45,09:59,CD Walkway,F2,Low,Low,31,14,1,0,"[22, 21, 23, 24, 24, 24, 24, 28, 28, 28, 28, 31, 29, 28, 29]"
Thursday,09:45,09:59,D,F2,Medium,Medium,49,0,15,0,"[40, 37, 40, 47, 42, 43, 44, 45, 48, 49, 44, 42, 42, 45, 47]"
Thursday,09:45,09:59,DE Walkway,F2,High,High,52,0,14,1,"[39, 42, 44, 47, 44, 44, 48, 52, 43, 36, 39, 42, 43, 41, 41]"
Thursday,09:45,09:59,E,F2,Low,Low,23,15,0,0,"[13, 12, 9, 16, 19, 22, 23, 20, 19, 13, 19, 16, 13, 10, 11]"
Thursday,09:45,09:59,Student Services,F2,High,High,51,0,13,2,"[50, 50, 48, 51, 47, 47, 50, 51, 45, 37, 38, 39, 37, 46, 44]"
Thursday,09:45,09:59,Library,F2,Low,Low,17,15,0,0,"[13, 13, 14, 14, 17, 15, 12, 14, 16, 14, 13, 11, 9, 12, 11]"
Thursday,10:00,10:14,Amphitheatre,F1,High,High,99,0,0,15,"[73, 75, 77, 78, 85, 84, 82, 86, 88, 73, 80, 74, 73, 99, 82]"
Thursday,10:00,10:14,A Entrance,F1,Medium,Medium,46,0,15,0,"[39, 38, 41, 44, 45, 45, 46, 46, 37, 36, 41, 40, 43, 42, 42]"
Thursday,10:00,10:14,A,F1,Medium,Medium,46,0,15,0,"[40, 45, 44, 42, 42, 43, 45, 42, 38, 39, 45, 46, 45, 44, 44]"
Thursday,10:00,10:14,AB Walkway,F1,High,High,106,0,0,15,"[94, 92, 94, 88, 87, 87, 90, 89, 93, 86, 94, 91, 93, 103, 106]"
Thursday,10:00,10:14,B,F1,High,High,97,0,0,15,"[73, 87, 76, 81, 84, 93, 97, 86, 74, 75, 84, 95, 80, 93, 93]"
Thursday,10:00,10:14,BC Walkway,F1,High,High,103,0,0,15,"[98, 103, 94, 92, 91, 83, 81, 81, 85, 82, 87, 101, 90, 75, 72]"
